Crash Number,Date Time,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Coordinates
28593,01/07/2013 02:49:00 PM,Monday,Auto,Pedestrian,,Walden St,Richdale Ave," Walden St & Richdale Ave Cambridge, MA",42.388942,-71.125,
25010,10/29/2010 08:10:00 PM,Friday,Auto,Pedestrian,99,MOUNT AUBURN ST,,"99 MOUNT AUBURN ST Cambridge, MA",42.372852,-71.120617,
33096,12/01/2014 05:15:00 PM,Monday,Auto,Pedestrian,,Third St,Thorndike St,"Third St & Thorndike St Cambridge, MA",42.369648,-71.080162,
32870,11/01/2014 07:00:00 PM,Saturday,Auto,Pedestrian,,IRVING ST,KIRKLAND ST,"IRVING ST & KIRKLAND ST Cambridge, MA",42.3773613,-71.1106415,
28666,01/30/2013 06:45:00 PM,Wednesday,Auto,Pedestrian,,GARDEN ST,Appian Way," GARDEN ST & Appian Way Cambridge, MA",42.375974,-71.120983,
24618,08/15/2010 03:00:00 PM,Sunday,Auto,Pedestrian,,Cambridge St,Columbia St," Cambridge St & Columbia St Cambridge, MA",42.372912,-71.094512,
23729,01/26/2010 06:59:00 PM,Tuesday,Auto,Pedestrian,,Binney St,Broadway," Binney St & Broadway Cambridge, MA",42.364796,-71.089418,
23811,02/18/2010 09:52:00 AM,Thursday,Auto,Pedestrian,,Brattle St,Appian Way," Brattle St & Appian Way Cambridge, MA",42.374856,-71.122345,
23756,01/26/2010 11:39:00 AM,Tuesday,Truck,Pedestrian,,Western Ave,Massachusetts Ave," Western Ave & Massachusetts Ave Cambridge, MA",42.365574,-71.103991,
23955,03/21/2010 09:11:00 AM,Sunday,Auto,Pedestrian,1692,Massachusetts Ave,,"1692 Massachusetts Ave Cambridge, MA",42.382829,-71.119857,
23904,03/12/2010 06:17:00 PM,Friday,Auto,Pedestrian,5,Chauncy St,,"5 Chauncy St Cambridge, MA",42.380196,-71.120859,
24055,04/14/2010 12:55:00 PM,Wednesday,Auto,Pedestrian,16,GARDEN ST,,"16 GARDEN ST Cambridge, MA",42.377301,-71.12322,
24273,06/01/2010 02:15:00 PM,Tuesday,Auto,Pedestrian,147,ELM ST,Hampshire St,"147 ELM ST Cambridge, MA",42.370467,-71.096968,
23702,01/18/2010 10:21:00 AM,Monday,Auto,Pedestrian,,Massachusetts Ave,Sidney St," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,
24356,06/17/2010 02:00:00 PM,Thursday,Auto,Pedestrian,5,Third St,,"5 Third St Cambridge, MA",42.372262,-71.079743,
23749,02/01/2010 02:25:00 PM,Monday,Auto,Pedestrian,,Broadway,Galileo Galilei Way," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,
24539,07/29/2010 02:45:00 PM,Thursday,Auto,Pedestrian,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,
24405,07/01/2010 03:40:00 PM,Thursday,Auto,Pedestrian,30,JFK St,,"30 JFK St Cambridge, MA",42.372808,-71.11981,
24596,08/11/2010 07:03:00 PM,Wednesday,Auto,Pedestrian,,Cambridge St,LAMBERT ST," Cambridge St & LAMBERT ST Cambridge, MA",42.371947,-71.087073,
24013,04/06/2010 07:50:00 PM,Tuesday,Auto,Pedestrian,247,PROSPECT ST,,"247 PROSPECT ST Cambridge, MA",42.371492,-71.099917,
23996,04/02/2010 09:59:00 AM,Friday,Auto,Pedestrian,620,Massachusetts Ave,ESSEX ST,"620 Massachusetts Ave Cambridge, MA",42.365024,-71.103402,
23983,03/30/2010 06:34:00 AM,Tuesday,Auto,Pedestrian,428,Massachusetts Ave,,"428 Massachusetts Ave Cambridge, MA",42.363434,-71.100726,
23965,03/25/2010 05:35:00 PM,Thursday,Pedestrian,Bicycle,28,Dewolfe St,,"28 Dewolfe St Cambridge, MA",42.369371,-71.116741,
23809,02/17/2010 10:12:00 AM,Wednesday,Auto,Pedestrian,,MAIN ST,Osborn St," MAIN ST & Osborn St Cambridge, MA",42.363102,-71.095278,
23687,01/13/2010 08:29:00 AM,Wednesday,Taxi,Pedestrian,,PEARL ST,Franklin St," PEARL ST & Franklin St Cambridge, MA",42.363651,-71.103735,
24325,06/10/2010 07:50:00 AM,Thursday,Auto,Pedestrian,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,
24501,07/20/2010 09:45:00 AM,Tuesday,Auto,Pedestrian,77,Massachusetts Ave,Vassar St,"77 Massachusetts Ave Cambridge, MA",42.359128,-71.093339,
23907,03/14/2010 06:45:00 PM,Sunday,Auto,Pedestrian,,Bishop Allen Dr,PROSPECT ST," Bishop Allen Dr & PROSPECT ST Cambridge, MA",42.366343,-71.10316,
23892,03/08/2010 07:28:00 AM,Monday,Auto,Pedestrian,,Broadway,PROSPECT ST," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,
31774,02/11/2010 04:54:00 PM,Tuesday,Auto,Pedestrian,,Broadway,PRESCOTT ST," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,
23762,02/04/2010 03:49:00 PM,Thursday,Auto,Pedestrian,,Windsor St,Cambridge St," Windsor St & Cambridge St Cambridge, MA",42.37275,-71.093288,
24089,04/22/2010 05:45:00 PM,Thursday,Auto,Pedestrian,90,Massachusetts Ave,,"90 Massachusetts Ave Cambridge, MA",42.359477,-71.094056,
24467,07/14/2010 07:27:00 AM,,Auto,Pedestrian,,PROSPECT ST,Broadway," PROSPECT ST & Broadway Cambridge, MA",42.369317,-71.101021,
23911,03/15/2010 08:29:00 AM,Monday,School Bus,Pedestrian,,Cardinal Medeiros Ave,Binney St," Cardinal Medeiros Ave & Binney St Cambridge, MA",42.397409,-71.130287,
23784,02/09/2010 09:00:00 AM,Tuesday,Auto,Pedestrian,221,MOUNT AUBURN ST,Sparks St,"221 MOUNT AUBURN ST Cambridge, MA",42.374869,-71.12995,
23989,03/31/2010 06:45:00 PM,Wednesday,Auto,Pedestrian,19,White St,,"19 White St Cambridge, MA",42.389523,-71.119007,
23977,03/28/2010 10:50:00 PM,Sunday,Auto,Pedestrian,,DAVENPORT ST,Massachusetts Ave," DAVENPORT ST & Massachusetts Ave Cambridge, MA",42.389419,-71.120032,
24001,04/03/2010 10:12:00 AM,Saturday,Auto,Pedestrian,,MAGAZINE ST,Putnam Ave," MAGAZINE ST & Putnam Ave Cambridge, MA",42.359115,-71.111084,
23890,03/07/2010 09:14:00 AM,Sunday,Taxi,Pedestrian,91,Sidney St,,"91 Sidney St Cambridge, MA",42.360893,-71.10222,
23821,02/20/2010 04:40:00 PM,Saturday,Auto,Pedestrian,282,Massachusetts Ave,,"282 Massachusetts Ave Cambridge, MA",42.361887,-71.098113,
23770,02/08/2010 08:39:00 AM,Monday,Auto,Pedestrian,1,Cambridge Ctr,Broadway,"1 Cambridge Ctr Cambridge, MA",42.36772,-71.074384,
31941,03/15/2014 11:30:00 AM,Saturday,Auto,Pedestrian,359,Rindge Ave,,"359 Rindge Ave Cambridge, MA",,,
31931,03/13/2014 08:38:00 AM,Thursday,Auto,Pedestrian,,Columbia St,Windsor St,"Columbia St & Windsor St Cambridge, MA",,,
29071,05/03/2013 07:30:00 AM,Friday,Auto,Pedestrian,,Rindge Ave,," Rindge Ave &  Cambridge, MA",,,
32221,05/26/2014 06:18:00 PM,Monday,Taxi,Pedestrian,,Columbia St,,"Columbia St Cambridge, MA",,,
31529,11/06/2012 06:49:00 AM,Tuesday,Auto,Pedestrian,,,,"  &  Cambridge, MA",,,
24937,10/15/2010 08:00:00 PM,Friday,Auto,Pedestrian,,Rindge Ave,," Rindge Ave &  Cambridge, MA",,,
23722,01/25/2010 03:20:00 PM,Monday,Auto,Pedestrian,,KIRKLAND ST,," KIRKLAND ST &  Cambridge, MA",,,
33127,12/10/2014 09:19:00 AM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",,,
31932,03/13/2014 01:52:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",,,
29870,10/19/2013 08:09:00 AM,Saturday,Auto,Pedestrian,,Cambridge St,," Cambridge St &  Cambridge, MA",,,
24026,04/09/2010 03:50:00 PM,Friday,Auto,Pedestrian,,Church St,," Church St &  Cambridge, MA",,,
30335,01/29/2012 12:59:00 PM,Sunday,Auto,Pedestrian,,Bishop Allen Dr,," Bishop Allen Dr &  Cambridge, MA",,,
28664,01/29/2013 05:35:00 PM,Tuesday,Auto,Pedestrian,,FAYETTE ST,," FAYETTE ST &  Cambridge, MA",,,
31086,08/02/2012 09:17:00 AM,Thursday,Auto,Pedestrian,,,,"  &  Cambridge, MA",,,
26710,10/27/2011 06:01:00 PM,Thursday,Auto,Pedestrian,,Cambridge St,DAY ST," Cambridge St & DAY ST Cambridge, MA",,,
31419,10/10/2012 06:43:00 AM,Wednesday,Auto,Pedestrian,,Beech St,Peabody St," Beech St & Peabody St Cambridge, MA",,,
24084,04/21/2010 09:14:00 AM,Wednesday,Auto,Pedestrian,,HAWTHORNE ST,MOUNT AUBURN ST," HAWTHORNE ST & MOUNT AUBURN ST Cambridge, MA",,,
31713,12/21/2012 11:29:00 PM,,Auto,Pedestrian,,Bishop Allen Dr,," Bishop Allen Dr &  Cambridge, MA",,,
26809,11/16/2011 12:14:00 PM,Wednesday,Truck,Pedestrian,,HOLYOKE ST,," HOLYOKE ST &  Cambridge, MA",,,
29468,08/03/2013 05:32:00 PM,Saturday,Auto,Pedestrian,,North Point Blvd,," North Point Blvd &  Cambridge, MA",,,
29879,11/03/2013 12:58:00 PM,Sunday,Auto,Pedestrian,,,,"  &  Cambridge, MA",,,
23872,03/03/2010 07:44:00 PM,Wednesday,Auto,Pedestrian,,PLEASANT ST,," PLEASANT ST &  Cambridge, MA",,,
25242,12/24/2010 03:13:00 PM,,Auto,Pedestrian,,PEARL ST,," PEARL ST &  Cambridge, MA",,,
31927,03/13/2014 08:38:00 AM,Thursday,Auto,Pedestrian,,Columbia St,Windsor St,"Columbia St & Windsor St Cambridge, MA",,,
30370,02/07/2012 11:29:00 AM,Tuesday,Auto,Pedestrian,,QUINCY ST,LAMSON PL," QUINCY ST & LAMSON PL Cambridge, MA",,,
31441,10/16/2012 05:06:00 PM,Tuesday,Auto,Pedestrian,,FELTON ST,," FELTON ST &  Cambridge, MA",,,
30412,02/17/2012 03:10:00 PM,Friday,Auto,Pedestrian,,SHERMAN ST,," SHERMAN ST &  Cambridge, MA",,,
24031,04/10/2010 04:50:00 PM,Saturday,Auto,Pedestrian,,FRESH POND PKY,," FRESH POND PKY &  Cambridge, MA",,,
33160,12/10/2014 09:19:00 AM,Wednesday,Auto,Pedestrian,,Massachusetts Ave,White St,"Massachusetts Ave & White St Cambridge, MA",,,
25730,03/16/2011 06:59:00 PM,Wednesday,Auto,Pedestrian,,Webster Ave,," Webster Ave &  Cambridge, MA",,,
23990,03/31/2010 02:29:00 PM,Wednesday,Auto,Pedestrian,,Rindge Ave,SCHOOL ST," Rindge Ave & SCHOOL ST Cambridge, MA",,,
31206,08/28/2012 08:29:00 AM,Tuesday,Auto,Pedestrian,,PROSPECT ST,," PROSPECT ST &  Cambridge, MA",,,
33007,10/24/2014 07:49:00 PM,Friday,Auto,Pedestrian,,Windsor St,Broadway,"Windsor St & Broadway Cambridge, MA",42.3671074,-71.0954132,
32064,04/22/2014 08:47:00 PM,Tuesday,Auto,Pedestrian,,HARVARD ST,QUINCY ST,"HARVARD ST & QUINCY ST Cambridge, MA",42.3723068,-71.1151505,
26370,08/19/2011 06:27:00 AM,Friday,Auto,Pedestrian,,Massachusetts Ave,," Massachusetts Ave &  Cambridge, MA",,,
29255,06/07/2013 07:02:00 PM,Friday,Taxi,Pedestrian,,Cambridgeside Pl,," Cambridgeside Pl &  Cambridge, MA",,,
31776,02/11/2014 06:07:00 PM,Tuesday,Auto,Pedestrian,,KIRKLAND ST,,"KIRKLAND ST Cambridge, MA",,,
31957,03/18/2014 01:55:00 PM,Tuesday,Taxi,Pedestrian,,Sidney St,,"Sidney St Cambridge, MA",,,
29368,07/09/2013 12:59:00 PM,Tuesday,Auto,Pedestrian,,DUNSTER ST,," DUNSTER ST &  Cambridge, MA",,,
24161,05/06/2010 06:49:00 PM,Thursday,Auto,Pedestrian,,QUINCY ST,OXFORD AVE," QUINCY ST & OXFORD AVE Cambridge, MA",,,
24394,06/29/2010 07:50:00 AM,Tuesday,Auto,Pedestrian,,Cambridge St,QUINCY ST," Cambridge St & QUINCY ST Cambridge, MA",42.375474,-71.114321,
24651,08/24/2010 02:00:00 PM,Tuesday,Auto,Pedestrian,,Cambridge St,Dana St," Cambridge St & Dana St Cambridge, MA",42.374529,-71.107034,
23971,03/26/2010 05:19:00 PM,Friday,Bus (Other),Pedestrian,,Cambridge St,Cardinal Medeiros Ave," Cambridge St & Cardinal Medeiros Ave Cambridge, MA",42.372123,-71.088456,
23828,02/22/2010 06:24:00 PM,Monday,Auto,Pedestrian,,PRESCOTT ST,HARVARD ST," PRESCOTT ST & HARVARD ST Cambridge, MA",42.372057,-71.114235,
24079,03/30/2010 08:00:00 PM,Tuesday,Auto,Pedestrian,,Columbia St,Hampshire St," Columbia St & Hampshire St Cambridge, MA",42.369917,-71.096192,
23934,03/19/2010 08:49:00 AM,Friday,Auto,Pedestrian,,JFK St,Brattle St," JFK St & Brattle St Cambridge, MA",42.372774,-71.120658,
23870,03/03/2010 05:45:00 PM,Wednesday,Auto,Pedestrian,,Western Ave,GREEN ST," Western Ave & GREEN ST Cambridge, MA",42.36527,-71.105023,
24171,05/08/2010 07:15:00 PM,Saturday,Auto,Pedestrian,,Hampshire St,Clark St," Hampshire St & Clark St Cambridge, MA",42.36748,-71.093228,
23701,01/18/2010 02:23:00 AM,Monday,Auto,Pedestrian,,Massachusetts Ave,HANCOCK ST," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,
24663,08/23/2010 02:19:00 PM,Monday,Auto,Pedestrian,,Cameron Ave,Massachusetts Ave," Cameron Ave & Massachusetts Ave Cambridge, MA",42.397409,-71.130287,
23735,01/26/2010 06:30:00 AM,Tuesday,Auto,Pedestrian,,OXFORD AVE,EVERETT ST," OXFORD AVE & EVERETT ST Cambridge, MA",42.37981,-71.116492,
23750,02/01/2010 05:23:00 PM,Monday,Auto,Pedestrian,,Galileo Galilei Way,Broadway," Galileo Galilei Way & Broadway Cambridge, MA",42.364802,-71.089413,
23880,03/04/2010 08:55:00 PM,Thursday,Auto,Pedestrian,1-Oct,Hampshire St,Webster Ave,"10-1 Hampshire St Cambridge, MA",42.366273,-71.091854,
24407,07/01/2010 02:39:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,ESSEX ST," Massachusetts Ave & ESSEX ST Cambridge, MA",42.36508,-71.10318,
23920,03/14/2010 07:09:00 AM,Sunday,Auto,Pedestrian,,MOUNT AUBURN ST,JFK St," MOUNT AUBURN ST & JFK St Cambridge, MA",42.372566,-71.120145,
24579,08/07/2010 12:46:00 AM,Saturday,Taxi,Pedestrian,,Brookline St,Massachusetts Ave," Brookline St & Massachusetts Ave Cambridge, MA",42.364014,-71.10139,
23772,02/08/2010 04:37:00 PM,Monday,Truck,Pedestrian,78,MOUNT AUBURN ST,,"78 MOUNT AUBURN ST Cambridge, MA",42.372075,-71.119129,
24244,05/25/2010 07:25:00 AM,Tuesday,Auto,Pedestrian,,HARVARD ST,Boardman Pl," HARVARD ST & Boardman Pl Cambridge, MA",42.366646,-71.096859,
24534,07/27/2010 10:27:00 PM,Friday,Pedestrian,Auto,,PLEASANT ST,Allston St," PLEASANT ST & Allston St Cambridge, MA",42.360785,-71.112035,
24034,04/11/2010 06:18:00 PM,Sunday,Auto,Pedestrian,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,
24172,05/08/2010 01:15:00 PM,Saturday,Auto,Pedestrian,,Cambridge St,PRESCOTT ST," Cambridge St & PRESCOTT ST Cambridge, MA",42.375355,-71.113415,
24384,06/24/2010 09:49:00 PM,Thursday,Auto,Pedestrian,,Albany St,PACIFIC ST," Albany St & PACIFIC ST Cambridge, MA",42.358977,-71.100134,
23757,02/03/2010 08:00:00 AM,Wednesday,Auto,Pedestrian,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,
23905,03/13/2010 11:35:00 PM,Saturday,Bus (Other),Pedestrian,,Massachusetts Ave,Albany St," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,
28979,04/11/2013 08:49:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Norfolk St," Massachusetts Ave & Norfolk St Cambridge, MA",42.364424,-71.102083,
31891,03/01/2014 07:45:00 PM,Saturday,Auto,Pedestrian,,Massachusetts Ave,Norfolk St,"Massachusetts Ave & Norfolk St Cambridge, MA",42.3644257,-71.1020813,
33157,12/09/2014 06:04:00 PM,Tuesday,Auto,Pedestrian,,Cambridge St,Willow St,"Cambridge St & Willow St Cambridge, MA",42.3725586,-71.0918198,
26520,09/21/2011 08:29:00 AM,Wednesday,Auto,Pedestrian,,Cambridge St,ELM ST," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,
26636,10/13/2011 11:04:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Upland Rd," Massachusetts Ave & Upland Rd Cambridge, MA",42.388173,-71.119415,
29361,07/05/2013 06:00:00 AM,Friday,Auto,Pedestrian,,Brattle St,PALMER ST," Brattle St & PALMER ST Cambridge, MA",42.373371,-71.119913,
30137,01/07/2014 03:20:00 PM,Tuesday,Auto,Pedestrian,199,Alewife Brook Pky,,"199 Alewife Brook Pky Cambridge, MA",42.3900223,-71.1421814,
25504,02/05/2011 09:00:00 PM,Saturday,Auto,Pedestrian,,MAIN ST,Windsor St," MAIN ST & Windsor St Cambridge, MA",42.363207,-71.0967,
28936,04/02/2013 04:50:00 PM,Tuesday,Auto,Pedestrian,,MAGAZINE ST,Chalk St," MAGAZINE ST & Chalk St Cambridge, MA",42.361261,-71.108719,
30408,02/16/2012 11:15:00 AM,Thursday,Auto,Pedestrian,,Cambridge St,Windsor St," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,
26820,11/09/2011 08:19:00 PM,Wednesday,Auto,Pedestrian,,MOUNT AUBURN ST,Coolidge Ave," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA",42.37494,-71.139721,
29542,08/22/2013 06:23:00 PM,Thursday,Auto,Pedestrian,,Massachusetts Ave,DAVENPORT ST," Massachusetts Ave & DAVENPORT ST Cambridge, MA",42.389419,-71.120032,
24858,10/01/2010 06:59:00 PM,Friday,Auto,Pedestrian,,Massachusetts Ave,DOUGLASS ST," Massachusetts Ave & DOUGLASS ST Cambridge, MA",42.363897,-71.10119,
32484,07/31/2014 03:10:00 AM,Thursday,Auto,Pedestrian,,Massachusetts Ave,Peabody St,"Massachusetts Ave & Peabody St Cambridge, MA",42.3740692,-71.1188354,
29977,11/25/2013 08:00:00 AM,Monday,Auto,Pedestrian,456,Broadway,,"456 Broadway Cambridge, MA",42.373551,-71.112012,
30797,02/18/2012 08:42:00 AM,Saturday,Auto,Pedestrian,,MOUNT AUBURN ST,Sparks St," MOUNT AUBURN ST & Sparks St Cambridge, MA",42.3747,-71.130587,
24884,10/05/2010 05:16:00 PM,Tuesday,Auto,Pedestrian,,MASON ST,PHILLIPS PL," MASON ST & PHILLIPS PL Cambridge, MA",42.376261,-71.123608,
26510,09/14/2011 06:59:00 PM,Wednesday,Auto,Pedestrian,,MOUNT AUBURN ST,HOLYOKE PL," MOUNT AUBURN ST & HOLYOKE PL Cambridge, MA",42.371757,-71.117847,
29990,11/26/2013 11:55:00 AM,Tuesday,Auto,Pedestrian,,PROSPECT ST,Hampshire St," PROSPECT ST & Hampshire St Cambridge, MA",42.372202,-71.098975,
29786,10/17/2013 08:10:00 PM,Thursday,Auto,Pedestrian,,Brookline St,Franklin St," Brookline St & Franklin St Cambridge, MA",42.362868,-71.102435,
31338,09/26/2012 11:00:00 AM,Wednesday,Auto,Pedestrian,35,Chalk St,,"35 Chalk St Cambridge, MA",42.362171,-71.110086,
25167,12/07/2010 05:35:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,PEARL ST," Massachusetts Ave & PEARL ST Cambridge, MA",42.36471,-71.102567,
33156,12/09/2014 02:45:00 PM,Tuesday,Auto,Pedestrian,,Vassar St,Massachusetts Ave,"Vassar St & Massachusetts Ave Cambridge, MA",42.3601532,-71.0948792,
25466,02/03/2011 02:19:00 AM,Thursday,Auto,Pedestrian,36,JFK St,,"36 JFK St Cambridge, MA",42.372738,-71.11987,
30882,06/08/2012 09:04:00 AM,Friday,Auto,Pedestrian,,Massachusetts Ave,Temple St," Massachusetts Ave & Temple St Cambridge, MA",42.365973,-71.104675,
30040,12/10/2013 06:20:00 PM,Tuesday,Auto,Pedestrian,,Massachusetts Ave,DUNSTER ST," Massachusetts Ave & DUNSTER ST Cambridge, MA",42.373333,-71.118581,
26333,08/11/2011 09:14:00 AM,Thursday,Truck,Pedestrian,,Cambridge St,Hampshire St," Cambridge St & Hampshire St Cambridge, MA",42.373729,-71.100837,
29591,09/03/2013 08:48:00 AM,Tuesday,Auto,Pedestrian,60,Porter Rd,,"60 Porter Rd Cambridge, MA",42.389403,-71.121671,
28935,04/02/2013 11:25:00 AM,Tuesday,Taxi,Pedestrian,1400,Massachusetts Ave,,"1400 Massachusetts Ave Cambridge, MA",42.373643,-71.119357,
28602,01/08/2013 01:12:00 PM,Tuesday,Auto,Pedestrian,200,Alewife Brook Pky,,"200 Alewife Brook Pky Cambridge, MA",42.389764,-71.142318,
26415,08/29/2011 05:00:00 PM,Monday,Auto,Pedestrian,,Inman St,Bishop Allen Dr," Inman St & Bishop Allen Dr Cambridge, MA",42.367335,-71.104827,
